time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452450000	4.61608	18.8149	4.86785	3.8178	0.474966	radar	1.68045	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.43649	18.6864	4.83146	3.83706	0.472017	lidar	1.19564	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.27214	18.5419	4.72409	3.86038	0.470854	radar	1.15584	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.14053	18.397	4.64476	3.88963	0.475792	lidar	1.26413	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.94041	18.2265	4.87204	3.91166	0.477004	radar	7.49721	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.68324	18.0755	4.9734	3.91386	0.460071	lidar	3.52626	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.53811	17.9247	4.80489	3.93645	0.458491	radar	3.4613	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.30571	17.7534	4.89642	3.94491	0.446927	lidar	1.97798	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.1196	17.5711	5.00217	3.96533	0.446628	radar	2.24251	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.94665	17.4515	4.93639	3.97307	0.436422	lidar	6.94662	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.78391	17.2414	5.06703	4.00203	0.44338	radar	2.32222	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.60275	17.0539	5.08417	4.01885	0.439248	lidar	0.197062	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.45877	16.8871	4.88555	4.03675	0.434259	radar	2.44958	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.29298	16.7164	4.87963	4.05085	0.428652	lidar	0.815276	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.13389	16.5182	4.81821	4.06937	0.424989	radar	4.98555	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.96506	16.2909	4.89183	4.09028	0.42406	lidar	2.14295	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.83014	16.1136	4.77801	4.10783	0.420436	radar	1.02983	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.63115	15.9417	4.82233	4.10804	0.404524	lidar	3.1147	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.49072	15.7137	4.96769	4.133	0.409268	radar	1.60407	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.3117	15.4927	5.03485	4.14394	0.401567	lidar	1.19962	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.17181	15.2996	4.96409	4.15838	0.396713	radar	1.42501	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.959707	15.0743	5.07408	4.15857	0.381062	lidar	3.61413	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.842559	14.8959	4.89455	4.17384	0.377034	radar	2.95298	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.723851	14.6879	4.88503	4.19349	0.377713	lidar	0.0258089	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.603054	14.449	5.00237	4.21672	0.381791	radar	1.31891	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.425979	14.2226	5.07198	4.22042	0.36968	lidar	1.80684	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.289326	13.9709	5.24936	4.23909	0.3711	radar	2.28235	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.245631	13.7307	5.18384	4.27847	0.387288	lidar	2.82907	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.132628	13.4878	5.26004	4.2976	0.387769	radar	0.684111	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0271143	13.2505	5.30596	4.30103	0.375341	lidar	1.65215	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.132575	13.0347	5.15879	4.31474	0.37039	radar	1.59767	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.158205	12.8197	5.06057	4.35046	0.384214	lidar	3.16981	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.261075	12.5947	4.94821	4.36312	0.378067	radar	3.1513	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.37692	12.3604	4.97699	4.37276	0.370807	lidar	0.58834	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.478087	12.1526	4.89658	4.38216	0.363437	radar	3.87957	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.560651	11.9385	4.87316	4.39697	0.36108	lidar	0.552285	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.664855	11.7095	4.86056	4.40563	0.353444	radar	3.21553	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.842665	11.4592	4.96373	4.39409	0.330419	lidar	6.59333	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-0.916228	11.2395	4.80562	4.40845	0.327331	radar	2.74861	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.08279	11.0086	4.87499	4.39654	0.305289	lidar	5.65275	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.16453	10.7652	4.97374	4.41131	0.305726	radar	1.02261	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.29996	10.5058	5.05194	4.40955	0.292171	lidar	2.68921	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.3883	10.2452	5.12877	4.42178	0.290551	radar	1.22166	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.4927	10.0338	5.09699	4.42382	0.281264	lidar	3.04456	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.56536	9.81122	4.99344	4.4347	0.278106	radar	0.867926	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.65272	9.59133	4.97513	4.44093	0.272382	lidar	1.14098	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.75593	9.34057	5.05574	4.44434	0.26476	radar	3.60752	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.85635	9.041	5.16888	4.45089	0.258849	lidar	4.35118	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-1.92429	8.82728	5.01003	4.459	0.254023	radar	2.39823	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.03036	8.57226	5.06078	4.459	0.24396	lidar	1.30466	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.14233	8.3219	5.06458	4.45577	0.231247	radar	4.82936	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.20603	8.08896	5.04512	4.46635	0.23063	lidar	0.227227	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.25845	7.88593	4.92264	4.47687	0.229609	radar	5.19118	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.37772	7.63025	4.99354	4.47016	0.215215	lidar	2.79961	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.50383	7.40624	4.85715	4.4565	0.19378	radar	9.35013	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.61782	7.14513	4.93928	4.45134	0.181879	lidar	2.27033	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.68322	6.91746	4.93108	4.45922	0.18124	radar	1.12152	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.73768	6.71135	4.87029	4.46846	0.181793	lidar	1.32996	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.78528	6.50337	4.68277	4.47608	0.17842	radar	3.28507	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.85351	6.26518	4.71208	4.48115	0.175293	lidar	0.208019	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-2.96688	6.01984	4.77379	4.47191	0.160802	radar	6.26715	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.06273	5.7359	4.89714	4.47025	0.152578	lidar	3.13172	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.16027	5.49667	4.7996	4.46164	0.136541	radar	4.67729	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.26487	5.22667	4.90622	4.45624	0.126564	lidar	2.41249	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.34307	4.98257	4.91563	4.45711	0.121702	radar	0.365829	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.46566	4.69124	5.07177	4.44716	0.108632	lidar	4.62173	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.57385	4.44055	4.99563	4.43408	0.0894014	radar	4.99964	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.71072	4.15654	5.14937	4.42021	0.0748158	lidar	5.41997	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.80516	3.91411	5.1457	4.41659	0.0683986	radar	1.39462	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.87685	3.68479	5.10791	4.41995	0.06851	lidar	0.249611	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-3.97607	3.48411	4.96407	4.40742	0.0518285	radar	6.07504	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.06747	3.23825	5.00269	4.40571	0.0485423	lidar	0.398149	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.19255	2.97144	5.06088	4.38998	0.0297249	radar	3.56541	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.28604	2.69173	5.1648	4.39043	0.0288044	lidar	1.22694	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.3836	2.43457	5.19803	4.38614	0.0225808	radar	0.404522	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.49102	2.16449	5.28079	4.38264	0.0192514	lidar	1.09479	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.60343	1.91885	5.28446	4.36723	-0.000803381	radar	6.53921	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.72108	1.63859	5.39081	4.36272	-0.0037282	lidar	1.77706	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.84986	1.37042	5.4783	4.34893	-0.0187454	radar	2.40529	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.90452	1.15317	5.34053	4.35469	-0.0146707	lidar	3.95941	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.00082	0.938034	5.26959	4.34797	-0.0211873	radar	1.6621	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.05899	0.720575	5.16572	4.35233	-0.0180769	lidar	2.79898	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.16135	0.405885	5.38296	4.35352	-0.0183988	radar	4.84174	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.23622	0.175093	5.31489	4.35472	-0.0175111	lidar	1.04548	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.34693	-0.062015	5.28036	4.34999	-0.0188111	radar	6.13204	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.41994	-0.287076	5.2139	4.35111	-0.0180603	lidar	1.06803	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.53381	-0.47248	5.14103	4.33512	-0.0329959	radar	5.23515	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.66413	-0.652684	5.04385	4.31713	-0.0467023	lidar	4.33584	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.77539	-0.904853	5.21879	4.30829	-0.05646	radar	6.88959	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.87732	-1.17014	5.27086	4.30934	-0.052734	lidar	0.542982	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-5.96983	-1.44204	5.34461	4.31276	-0.0481258	radar	1.74983	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.10632	-1.65011	5.29249	4.29704	-0.0592773	lidar	2.58561	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.24124	-1.91746	5.51688	4.28578	-0.0696896	radar	4.81642	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.35367	-2.16224	5.50361	4.28184	-0.070254	lidar	0.0449946	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.49711	-2.37486	5.44108	4.26616	-0.0803744	radar	4.92942	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.64579	-2.58249	5.39277	4.24886	-0.0917034	lidar	2.22156	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.79379	-2.8105	5.42332	4.23488	-0.100119	radar	2.4711	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.89899	-3.06304	5.43068	4.23656	-0.0946436	lidar	0.604192	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.02578	-3.28749	5.36805	4.22944	-0.0962544	radar	0.466248	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.15122	-3.47295	5.27837	4.21586	-0.104675	lidar	2.455	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.2969	-3.72685	5.33801	4.20964	-0.104853	radar	4.21173	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.44671	-3.864	5.19215	4.1831	-0.124174	lidar	7.91121	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.58595	-4.08377	5.2425	4.17355	-0.127702	radar	0.908791	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.74775	-4.3025	5.25394	4.15988	-0.133455	lidar	0.942587	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.8956	-4.52735	5.26765	4.15126	-0.134953	radar	0.454019	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.06682	-4.75498	5.30027	4.13829	-0.139584	lidar	1.41721	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.20629	-4.95182	5.13796	4.12965	-0.1399	radar	2.28226	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.34774	-5.15389	5.11948	4.12064	-0.141762	lidar	0.134669	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.48936	-5.32042	4.97887	4.10651	-0.147458	radar	4.00599	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.68015	-5.51534	5.00735	4.08616	-0.157643	lidar	2.95013	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.83754	-5.71575	5.0161	4.07559	-0.15978	radar	0.467152	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-8.99856	-5.89215	4.99111	4.06034	-0.165912	lidar	0.526822	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.13362	-6.04711	4.85495	4.04832	-0.169135	radar	5.65492	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.3	-6.15247	4.75212	4.0196	-0.186467	lidar	6.05719	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.47262	-6.34406	4.82336	4.00726	-0.188882	radar	1.4769	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.62803	-6.53368	4.83075	3.99956	-0.187419	lidar	0.038056	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.83807	-6.71794	4.98828	3.97832	-0.19721	radar	8.58041	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.0462	-6.8818	5.00272	3.95508	-0.207801	lidar	1.87838	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.2249	-7.0546	5.04148	3.94148	-0.210663	radar	1.2206	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.4632	-7.23466	5.10726	3.91713	-0.221188	lidar	4.92214	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.6578	-7.39228	5.10816	3.8992	-0.226853	radar	2.62073	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9117	-7.55452	5.16788	3.87042	-0.240326	lidar	5.20951	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.0912	-7.70295	5.06701	3.85651	-0.2419	radar	1.55118	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.2559	-7.83513	4.99763	3.84301	-0.243509	lidar	2.7031	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.442	-7.97273	4.94596	3.82693	-0.246764	radar	2.15078	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6259	-8.06824	4.86987	3.80268	-0.256707	lidar	3.83416	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8077	-8.19197	4.7326	3.78621	-0.259569	radar	1.61851	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.0234	-8.27888	4.70723	3.75537	-0.273808	lidar	2.34555	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.2469	-8.42209	4.90768	3.73849	-0.276333	radar	3.38569	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.4566	-8.49783	4.85449	3.70886	-0.289053	lidar	3.19911	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.6473	-8.60046	4.71054	3.69021	-0.292491	radar	2.01471	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-12.9328	-8.68976	4.79136	3.65187	-0.310645	lidar	7.18768	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.1751	-8.80783	4.90113	3.63157	-0.314155	radar	3.46739	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4038	-8.85007	4.85511	3.59554	-0.330257	lidar	4.21905	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.5967	-8.91822	4.65507	3.57271	-0.335637	radar	4.50402	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.8442	-9.0021	4.69623	3.5469	-0.342494	lidar	1.26997	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.0965	-9.10313	4.89105	3.52822	-0.343248	radar	3.04075	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.3431	-9.18803	4.91573	3.50654	-0.346665	lidar	0.38735	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.5643	-9.26901	4.84332	3.48857	-0.347357	radar	0.341156	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.8552	-9.27407	4.88888	3.44112	-0.37057	lidar	5.59906	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1104	-9.35583	4.91682	3.42273	-0.370386	radar	4.30993	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4008	-9.43915	5.00996	3.40179	-0.371993	lidar	4.64842	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6297	-9.48683	4.85021	3.3787	-0.376141	radar	2.45537	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9045	-9.54403	4.9129	3.35581	-0.379157	lidar	1.91664	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1436	-9.57381	4.83629	3.33005	-0.38479	radar	2.81447	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4003	-9.56151	4.8442	3.29265	-0.398799	lidar	2.13619	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.604	-9.58006	4.72842	3.27096	-0.400572	radar	5.07359	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.898	-9.55695	4.81004	3.22997	-0.416604	lidar	3.62448	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.1547	-9.60755	4.90262	3.21827	-0.409102	radar	6.75164	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4286	-9.60622	4.94818	3.19009	-0.415006	lidar	0.819964	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.679	-9.60943	4.89061	3.16582	-0.418256	radar	1.91514	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9416	-9.56809	4.91549	3.1302	-0.429533	lidar	1.29084	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.1744	-9.55055	4.82325	3.10419	-0.433708	radar	0.994628	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.3859	-9.56166	4.77367	3.09105	-0.427154	lidar	0.829418	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6221	-9.54889	4.8297	3.07183	-0.4249	radar	1.66864	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8804	-9.52172	4.86075	3.04749	-0.427292	lidar	0.306217	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1092	-9.48651	4.87808	3.02463	-0.427957	radar	4.036	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3591	-9.37589	4.90177	2.9788	-0.446634	lidar	4.53831	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.5834	-9.31958	4.79882	2.95039	-0.452286	radar	1.55366	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.844	-9.19687	4.86063	2.90478	-0.469901	lidar	3.24707	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.0758	-9.11195	4.84613	2.87316	-0.476349	radar	5.77032	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.253	-9.18308	4.70089	2.89108	-0.444319	lidar	10.7476	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4945	-9.13442	4.76265	2.87397	-0.439886	radar	1.53532	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7197	-9.03552	4.76995	2.84184	-0.447601	lidar	0.991403	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9625	-8.9577	4.783	2.81779	-0.449239	radar	2.56317	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1592	-8.88103	4.73125	2.79509	-0.449268	lidar	1.08503	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3922	-8.79747	4.72603	2.77194	-0.450324	radar	1.94194	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5833	-8.75497	4.65122	2.76179	-0.44072	lidar	1.23178	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7657	-8.64533	4.4872	2.72762	-0.451982	radar	6.07264	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9706	-8.55669	4.48587	2.70624	-0.451058	lidar	0.0151159	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1817	-8.44867	4.56802	2.68314	-0.450377	radar	2.22439	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4201	-8.33666	4.63372	2.66048	-0.450754	lidar	1.45011	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6076	-8.23097	4.57226	2.63659	-0.452328	radar	0.785938	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8616	-7.99639	4.76474	2.58299	-0.476406	lidar	7.41195	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0444	-7.8725	4.6137	2.55349	-0.483704	radar	4.18329	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2864	-7.6839	4.75388	2.51767	-0.493027	lidar	2.99211	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4861	-7.536	4.82279	2.49448	-0.490595	radar	1.20875	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6545	-7.38819	4.7873	2.46746	-0.492302	lidar	0.720098	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.845	-7.22766	4.81064	2.44133	-0.493363	radar	0.869892	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0016	-7.12674	4.70585	2.42861	-0.484001	lidar	1.39632	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
